27853,cerebral_palsy,0.4192,-0.0700,-0.8815,-1.2817,1.8799,-0.3292,2.0826,-2.5346,468,211,394,48,TOE_OFF,0.0000,0.0000,0.0000
27873,cerebral_palsy,0.4188,-0.0673,-0.8813,-1.5503,1.5747,-0.3048,2.0767,-2.3748,479,215,398,47,TOE_OFF,0.0000,0.0000,0.0000
27893,cerebral_palsy,0.4180,-0.0650,-0.8819,-1.5869,1.4404,-0.1827,2.0212,-2.2396,487,218,401,46,TOE_OFF,0.0000,0.0000,0.0000
27913,cerebral_palsy,0.4176,-0.0648,-0.8818,-1.2573,1.5869,-0.0484,1.9993,-2.2324,494,221,404,45,TOE_OFF,0.0000,0.0000,0.0000
27933,cerebral_palsy,0.4179,-0.0659,-0.8818,-1.0864,1.7700,-0.0362,2.0168,-2.2944,499,224,408,45,TOE_OFF,0.0000,0.0000,0.0000
27953,cerebral_palsy,0.4194,-0.0665,-0.8804,-0.8179,1.8433,-0.0850,2.1287,-2.3286,502,225,412,44,TOE_OFF,0.0000,0.0000,0.0000
27973,cerebral_palsy,0.4205,-0.0668,-0.8799,-0.5981,1.8677,-0.1705,2.1972,-2.3497,504,228,415,44,TOE_OFF,0.0000,0.0000,0.0000
27993,cerebral_palsy,0.4217,-0.0681,-0.8791,-0.5981,1.7944,-0.3536,2.2775,-2.4277,508,231,418,43,TOE_OFF,0.0000,0.0000,0.0000
28013,cerebral_palsy,0.4226,-0.0677,-0.8787,-0.6958,1.6968,-0.5367,2.3379,-2.4019,511,232,422,43,TOE_OFF,0.0000,0.0000,0.0000
28033,cerebral_palsy,0.4224,-0.0647,-0.8797,-0.6836,1.7334,-0.5855,2.3073,-2.2247,513,227,344,36,TOE_OFF,0.0000,0.0000,0.0000
28053,cerebral_palsy,0.4223,-0.0648,-0.8797,-0.5127,1.8311,-0.5611,2.3026,-2.2318,515,225,265,31,TOE_OFF,0.0000,0.0000,0.0000
28073,cerebral_palsy,0.4235,-0.0667,-0.8783,-0.7690,2.1118,-0.6221,2.3975,-2.3430,518,221,185,25,TOE_OFF,0.0000,0.0000,0.0000
28093,cerebral_palsy,0.4246,-0.0695,-0.8793,-1.2207,2.3193,-0.7808,2.4252,-2.5032,518,218,104,19,TOE_OFF,0.0000,0.0000,0.0000
28113,cerebral_palsy,0.4272,-0.0702,-0.8777,-1.7700,2.2827,-0.9273,2.6006,-2.5429,521,214,23,14,TOE_OFF,0.0000,0.0000,0.0000
28133,cerebral_palsy,0.4302,-0.0694,-0.8739,-2.5635,1.9531,-1.0372,2.8593,-2.5046,523,216,21,14,TOE_OFF,0.0000,0.0000,0.0000
28153,cerebral_palsy,0.4322,-0.0668,-0.8723,-3.3691,1.2939,-1.0616,3.0082,-2.3582,524,215,21,14,TOE_OFF,0.0000,0.0000,0.0000
28173,cerebral_palsy,0.4324,-0.0626,-0.8722,-4.0527,0.3906,-0.9395,3.0336,-2.1121,525,214,21,15,TOE_OFF,0.0000,0.0000,0.0000
28193,cerebral_palsy,0.4318,-0.0579,-0.8709,-4.4678,-0.4272,-0.7564,3.0437,-1.8392,528,213,21,14,TOE_OFF,0.0000,0.0000,0.0000
28213,cerebral_palsy,0.4309,-0.0589,-0.8735,-4.7729,-0.9399,-0.6710,2.9271,-1.8926,530,217,100,20,TOE_OFF,0.0000,0.0000,0.0000
28233,cerebral_palsy,0.4295,-0.0586,-0.8754,-4.4434,-1.1597,-0.7686,2.8026,-1.8716,533,222,180,25,TOE_OFF,0.0000,0.0000,0.0000
28253,cerebral_palsy,0.4276,-0.0597,-0.8812,-4.8462,-0.7446,-0.9762,2.5545,-1.9204,536,227,261,31,TOE_OFF,0.0000,0.0000,0.0000
28273,cerebral_palsy,0.4295,-0.0559,-0.8766,-2.5635,-0.9033,-1.1471,2.7772,-1.7050,539,227,343,36,TOE_OFF,0.0000,0.0000,0.0000
28293,cerebral_palsy,0.4298,-0.0530,-0.8786,-1.5503,-1.0376,-1.1837,2.7432,-1.5332,541,230,424,41,TOE_OFF,0.0000,0.0000,0.0000
28313,cerebral_palsy,0.4302,-0.0475,-0.8781,-1.6357,-1.2085,-1.0982,2.7862,-1.2116,541,230,429,41,TOE_OFF,0.0000,0.0000,0.0000
28333,cerebral_palsy,0.4298,-0.0456,-0.8789,-2.5269,-1.4160,-0.8907,2.7489,-1.0989,540,230,436,41,TOE_OFF,0.0000,0.0000,0.0000
28353,cerebral_palsy,0.4297,-0.0416,-0.8752,-3.0640,-1.8677,-0.5977,2.8424,-0.8733,538,231,444,41,TOE_OFF,0.0000,0.0000,0.0000
28373,cerebral_palsy,0.4268,-0.0426,-0.8807,-5.1147,-1.5625,-0.4512,2.5511,-0.9240,537,237,451,42,TOE_OFF,0.0000,0.0000,0.0000
28393,cerebral_palsy,0.4269,-0.0412,-0.8785,-5.2979,-1.3306,-0.4146,2.6109,-0.8432,535,240,461,42,TOE_OFF,0.0000,0.0000,0.0000
28413,cerebral_palsy,0.4250,-0.0408,-0.8784,-4.4556,-1.0864,-0.3780,2.5185,-0.8226,534,241,467,43,TOE_OFF,0.0000,0.0000,0.0000
28433,cerebral_palsy,0.4248,-0.0385,-0.8785,-2.3437,-0.9277,-0.3048,2.5032,-0.6881,534,242,473,43,TOE_OFF,0.0000,0.0000,0.0000
28453,cerebral_palsy,0.4257,-0.0409,-0.8843,-0.6226,-0.4272,-0.4390,2.4024,-0.8175,536,240,476,43,TOE_OFF,0.0000,0.0000,0.0000
28473,cerebral_palsy,0.4260,-0.0414,-0.8844,0.0122,-0.1587,-0.4512,2.4123,-0.8467,536,236,480,43,TOE_OFF,0.0000,0.0000,0.0000
28493,cerebral_palsy,0.4284,-0.0408,-0.8829,1.4648,-0.2930,-0.4512,2.5822,-0.8091,538,232,482,41,TOE_OFF,0.0000,0.0000,0.0000
28513,cerebral_palsy,0.4318,-0.0370,-0.8818,2.5391,-1.1108,-0.1705,2.7931,-0.5860,538,221,481,42,TOE_OFF,0.0000,0.0000,0.0000
28533,cerebral_palsy,0.4357,-0.0362,-0.8861,2.2461,-2.0020,0.2812,2.8835,-0.5272,535,210,475,42,TOE_OFF,0.0000,0.0000,0.0000
28553,cerebral_palsy,0.4362,-0.0320,-0.8839,1.7456,-3.5767,1.0258,2.9712,-0.2885,530,194,463,44,TOE_OFF,0.0000,0.0000,0.0000
28573,cerebral_palsy,0.4344,-0.0324,-0.8921,-0.1099,-4.0771,1.5141,2.6675,-0.2986,522,175,444,48,TOE_OFF,0.0000,0.0000,0.0000
28593,cerebral_palsy,0.4306,-0.0315,-0.9018,-2.5513,-3.6865,1.8071,2.2335,-0.2351,506,156,420,48,TOE_OFF,0.0000,0.0000,0.0000
28613,cerebral_palsy,0.4221,-0.0324,-0.9162,-3.4790,-1.6113,1.7460,1.4424,-0.2694,485,138,390,45,TOE_OFF,0.0000,0.0000,0.0000
28633,cerebral_palsy,0.4086,-0.0357,-0.9257,-1.4648,2.2217,1.1113,0.5226,-0.4489,461,111,304,39,TOE_OFF,0.0000,0.0000,0.0000
28653,cerebral_palsy,0.3943,-0.0411,-0.9363,3.0029,9.4849,-0.2071,-0.4622,-0.7475,435,82,224,31,TOE_OFF,0.0000,0.0000,0.0000
28673,cerebral_palsy,0.3851,-0.0415,-0.9436,9.4971,17.6880,-1.8795,-1.0965,-0.7606,412,57,150,22,TOE_OFF,0.0000,0.0000,0.0000
28693,cerebral_palsy,0.3772,-0.0531,-0.9369,13.0859,28.1494,-3.2222,-1.3798,-1.4395,395,33,80,17,TOE_OFF,0.0000,0.0000,0.0000
28713,cerebral_palsy,0.3876,-0.0623,-0.9110,16.7969,38.2813,-4.6383,-0.2822,-2.0323,385,13,17,13,TOE_OFF,0.0000,0.0000,0.0000
28733,cerebral_palsy,0.4060,-0.0754,-0.8978,17.4194,48.0347,-5.9810,0.9754,-2.8054,381,15,31,15,TOE_OFF,0.0000,0.0000,0.0000
28753,cerebral_palsy,0.4368,-0.0826,-0.8837,15.4419,55.4688,-7.3604,2.9266,-3.2195,381,24,44,15,TOE_OFF,0.0000,0.0000,0.0000
28773,cerebral_palsy,0.4639,-0.0897,-0.8571,13.2446,61.0718,-8.4835,5.0163,-3.6899,380,31,57,17,TOE_OFF,0.0000,0.0000,0.0000
28793,cerebral_palsy,0.4984,-0.0830,-0.8450,14.0747,64.3433,-9.7408,7.1350,-3.2635,376,40,70,18,TOE_OFF,0.0000,0.0000,0.0000
28813,cerebral_palsy,0.5350,-0.0911,-0.8677,13.8428,66.3452,-11.1202,8.2359,-3.5346,364,50,83,19,TOE_OFF,0.0000,0.0000,0.0000
28833,cerebral_palsy,0.5604,-0.0861,-0.8632,11.7676,67.0898,-12.6217,9.5830,-3.2112,345,47,76,19,TOE_OFF,0.0000,0.0000,0.0000
28853,cerebral_palsy,0.5863,-0.0719,-0.8465,11.9629,66.2842,-13.1466,11.3299,-2.4258,322,45,70,19,TOE_OFF,0.0000,0.0000,0.0000
28873,cerebral_palsy,0.6203,-0.0574,-0.8401,14.4897,64.0625,-12.4263,13.0999,-1.5774,301,42,65,19,TOE_OFF,0.0000,0.0000,0.0000
28893,cerebral_palsy,0.6437,-0.0456,-0.8294,17.0044,60.1685,-10.9127,14.4929,-0.9172,276,35,62,18,TOE_OFF,0.0000,0.0000,0.0000
28913,cerebral_palsy,0.6376,-0.0179,-0.8053,21.0571,54.1626,-8.8131,15.0828,0.5705,247,26,60,17,TOE_OFF,0.0000,0.0000,0.0000
28933,cerebral_palsy,0.6174,0.0106,-0.8248,26.8555,44.0063,-8.2515,13.5336,2.1619,223,19,60,15,TOE_OFF,0.0000,0.0000,0.0000
28953,cerebral_palsy,0.5465,0.0395,-0.8608,28.6865,30.5542,-12.4263,9.1020,3.7886,199,13,62,14,TOE_OFF,0.0000,0.0000,0.0000
28973,cerebral_palsy,0.4447,0.0300,-0.9041,28.5400,14.5264,-17.6143,2.9000,3.2758,169,12,62,14,TOE_OFF,0.0000,0.0000,0.0000
28993,cerebral_palsy,0.3150,-0.0282,-0.9534,27.2705,-5.4565,-19.0426,-5.0023,-0.0372,144,15,62,14,TOE_OFF,0.0000,0.0000,0.0000
29013,cerebral_palsy,0.1628,-0.0932,-0.9472,21.0083,-23.1934,-15.1851,-13.5741,-3.9681,124,21,61,13,TOE_OFF,0.0000,0.0000,0.0000
29033,cerebral_palsy,0.0824,-0.1332,-0.9443,11.3159,-32.1411,-12.1822,-18.3390,-6.4288,105,25,60,14,TOE_OFF,0.0000,0.0000,0.0000
29053,cerebral_palsy,0.1294,-0.1365,-0.9641,4.0039,-45.2148,-8.5811,-15.7107,-6.4175,89,31,58,14,TOE_OFF,0.0000,0.0000,0.0000
29073,cerebral_palsy,0.1682,-0.1115,-0.9429,-2.0996,-55.6641,-6.9576,-13.2360,-5.0704,75,36,59,15,TOE_OFF,0.0000,0.0000,0.0000
29093,cerebral_palsy,0.2553,-0.0494,-0.9214,-6.6772,-60.1318,-11.8160,-7.8159,-1.3871,63,38,58,16,SWING,0.0000,0.0000,0.0000
29113,cerebral_palsy,0.3844,0.0035,-0.9498,-6.4331,-65.4785,-22.0333,-1.2483,1.7652,58,39,58,18,SWING,0.0000,0.0000,0.0000
29133,cerebral_palsy,0.4564,0.0139,-0.9383,-1.6724,-75.3174,-28.5274,2.6572,2.3341,56,41,60,19,SWING,0.0000,0.0000,0.0000
29153,cerebral_palsy,0.4376,-0.0277,-0.8841,3.5522,-75.7080,-29.1256,3.0444,-0.0361,52,40,61,20,SWING,0.0000,0.0000,0.0000
29173,cerebral_palsy,0.4430,-0.0608,-0.8427,7.9102,-73.2178,-24.2794,4.3875,-2.0865,52,41,58,20,SWING,0.0000,0.0000,0.0000
29193,cerebral_palsy,0.4302,-0.0819,-0.7902,13.0005,-67.9321,-14.4039,5.1589,-3.6285,51,38,57,20,SWING,0.0000,0.0000,0.0000
29213,cerebral_palsy,0.4545,-0.0957,-0.7606,15.8691,-58.1299,-5.1021,7.3817,-4.5962,48,31,53,20,SWING,0.0000,0.0000,0.0000
29233,cerebral_palsy,0.5257,-0.0889,-0.7511,12.3413,-48.1445,-0.0484,11.5206,-3.9696,43,33,50,20,SWING,0.0000,0.0000,0.0000
29253,cerebral_palsy,0.6039,-0.0620,-0.7346,6.5186,-39.6484,0.3178,16.0397,-2.1580,39,36,48,20,SWING,0.0000,0.0000,0.0000
29273,cerebral_palsy,0.6926,-0.0393,-0.7157,0.6226,-31.7383,-3.8448,20.7373,-0.6901,35,37,49,19,SWING,0.0000,0.0000,0.0000
29293,cerebral_palsy,0.7875,-0.0434,-0.6915,-8.0078,-25.2197,-11.2179,25.3797,-0.8005,33,42,50,19,SWING,0.0000,0.0000,0.0000
29313,cerebral_palsy,0.8474,-0.0516,-0.6221,-17.8467,-19.2871,-17.5777,30.3414,-1.2380,33,51,52,18,SWING,0.0000,0.0000,0.0000
29333,cerebral_palsy,0.8797,-0.0538,-0.5185,-21.6064,-10.4004,-18.7374,36.0728,-1.4451,34,51,53,18,SWING,0.0000,0.0000,0.0000
29353,cerebral_palsy,0.9187,-0.0559,-0.4202,-20.9839,1.8799,-15.6490,41.9507,-1.5963,36,50,54,18,SWING,0.0000,0.0000,0.0000
29373,cerebral_palsy,0.9449,-0.0006,-0.3510,-20.7764,18.0298,-10.7418,46.3411,1.5353,39,42,55,19,SWING,0.0000,0.0000,0.0000
29393,cerebral_palsy,1.1850,0.0598,-0.3637,10.8765,5.8350,2.4296,49.4439,4.3315,43,33,60,19,SWING,0.0000,0.0000,0.0000
29413,cerebral_palsy,1.1044,-0.1094,-0.5090,7.9468,-1.4893,9.9736,41.4802,-3.5719,51,31,65,18,SWING,0.0000,0.0000,0.0000
29433,cerebral_palsy,0.9328,-0.1000,-0.6292,12.3047,-12.7319,13.5502,32.3857,-3.5101,68,32,73,17,TOE_OFF,0.0000,0.0000,0.0000
29453,cerebral_palsy,0.8152,-0.1678,-0.8042,9.4604,-17.5659,13.3915,21.4988,-6.7685,97,24,68,15,TOE_OFF,0.0000,0.0000,0.0000
29473,cerebral_palsy,0.7389,-0.2147,-0.8938,11.2183,-30.4565,13.3915,15.5139,-8.9207,133,23,61,13,TOE_OFF,0.0000,0.0000,0.0000
29493,cerebral_palsy,0.4123,-0.3077,-0.9709,-18.8599,-19.2383,4.7367,-1.2429,-14.6938,174,30,51,13,TOE_OFF,0.0000,0.0000,0.0000
29513,cerebral_palsy,0.3943,-0.1166,-0.9240,-15.9790,-11.7187,-0.4757,-0.3353,-5.0516,218,23,84,20,TOE_OFF,0.0000,0.0000,0.0000
29533,cerebral_palsy,0.4578,-0.1181,-0.9199,-16.8091,-4.6631,-2.9781,2.9932,-4.9887,257,37,118,24,TOE_OFF,0.0000,0.0000,0.0000
29553,cerebral_palsy,0.4553,-0.0626,-0.8857,-14.1235,-5.0293,-3.7105,3.8671,-2.0295,286,63,167,29,TOE_OFF,0.0000,0.0000,0.0000
29573,cerebral_palsy,0.4263,-0.0785,-0.9188,-15.2954,-2.2217,-4.9923,1.5323,-2.8624,310,84,225,35,TOE_OFF,0.0000,0.0000,0.0000
29593,cerebral_palsy,0.4278,-0.0373,-0.8998,-15.7715,2.6978,-5.7857,2.1276,-0.5743,332,104,281,38,TOE_OFF,0.0000,0.0000,0.0000
29613,cerebral_palsy,0.4331,-0.0328,-0.8901,-11.9507,3.3447,-4.9068,2.6523,-0.3299,346,129,299,35,TOE_OFF,0.0000,0.0000,0.0000
29633,cerebral_palsy,0.4358,-0.0293,-0.8809,-11.5723,4.8584,-4.5162,3.0306,-0.1360,362,130,315,36,TOE_OFF,0.0000,0.0000,0.0000
29653,cerebral_palsy,0.4408,-0.0242,-0.8690,-10.2661,6.5918,-3.7960,3.6073,0.1463,379,133,332,37,TOE_OFF,0.0000,0.0000,0.0000
29673,cerebral_palsy,0.4448,-0.0244,-0.8616,-9.9854,5.7251,-3.1978,4.0138,0.1306,393,142,346,37,TOE_OFF,0.0000,0.0000,0.0000
